Month,AnswererId,TotalScore,AnswerCount,MonthlyRank
"2024-11","67669","3","1","16"
"2024-11","98559","3","1","16"
"2024-11","32573","3","1","16"
"2024-11","102551","3","1","16"
"2024-11","140546","3","1","16"
"2024-11","145996","2","1","22"
"2024-11","99813","2","1","22"
"2024-11","102154","2","1","22"
"2024-11","97920","2","1","22"
"2024-11","96223","2","3","22"
"2024-11","97169","1","1","27"
"2024-11","78921","1","1","27"
"2024-11","69855","1","1","27"
"2024-11","2933","1","1","27"
"2024-11","146522","1","1","27"
"2024-11","146732","1","1","27"
"2024-11","145282","1","1","27"
"2024-11","148069","1","1","27"
"2024-11","139654","1","1","27"
"2024-11","142129","1","1","27"
"2024-11","141120","1","1","27"
"2024-11","141151","1","1","27"
"2024-11","143621","1","1","27"
"2024-11","144129","0","1","40"
"2024-11","141274","0","1","40"
"2024-11","142389","0","1","40"
"2024-11","142486","0","1","40"
"2024-11","139681","0","1","40"
"2024-11","140244","0","1","40"
"2024-11","140343","0","1","40"
"2024-11","140817","0","1","40"
"2024-11","148174","0","1","40"
"2024-11","148478","0","1","40"
"2024-11","148720","0","1","40"
"2024-11","148931","0","1","40"
"2024-11","147564","0","1","40"
"2024-11","147291","0","2","40"
"2024-11","147400","0","1","40"
"2024-11","143607","0","1","40"
"2024-11","144607","0","1","40"
"2024-11","67","0","1","40"
"2024-11","73438","0","1","40"
"2024-11","53013","-1","1","59"
"2024-11","146923","-1","1","59"
"2024-11","146949","-1","1","59"
"2024-11","147479","-1","1","59"
"2024-11","149259","-1","1","59"
"2024-11","143044","-1","1","59"
"2024-11","144207","-1","1","59"
"2024-11","139206","-2","1","66"
"2024-11","146409","-2","1","66"
"2024-10","28879","28","3","1"
"2024-10","69823","25","4","2"
"2024-10","17143","19","3","3"
"2024-10","58067","19","2","3"
"2024-10","63671","17","2","5"
"2024-10","101479","16","2","6"
"2024-10","72993","15","1","7"
"2024-10","20413","15","3","7"
"2024-10","66359","14","1","9"
"2024-10","67","9","2","10"
"2024-10","4638","7","2","11"
"2024-10","19707","5","2","12"
"2024-10","45799","5","1","12"
"2024-10","136736","5","1","12"
"2024-10","135725","4","1","15"
"2024-10","134514","4","1","15"
"2024-10","36356","4","1","15"
"2024-10","304","4","2","15"
"2024-10","34242","3","3","19"
"2024-10","103560","3","1","19"
"2024-10","106357","3","1","19"
"2024-10","105652","2","2","22"
"2024-10","92006","2","1","22"
"2024-10","29322","2","1","22"
"2024-10","53013","1","1","25"
"2024-10","94917","1","1","25"
"2024-10","96845","1","1","25"
"2024-10","130887","1","2","25"
"2024-10","131047","1","1","25"
"2024-10","132003","1","1","25"
"2024-10","132955","1","1","25"
"2024-10","134716","1","1","25"
"2024-10","133206","1","1","25"
"2024-10","135858","1","1","25"
"2024-10","135941","1","1","25"
"2024-10","136775","1","1","25"
"2024-10","137144","1","1","25"
"2024-10","138943","1","1","25"
"2024-10","139038","1","1","25"
"2024-10","136654","0","1","40"
"2024-10","138846","0","1","40"
"2024-10","139368","0","1","40"
"2024-10","139591","0","1","40"
"2024-10","136834","0","1","40"
"2024-10","136174","0","1","40"
"2024-10","134318","0","1","40"
"2024-10","134900","0","1","40"
"2024-10","132973","0","1","40"
"2024-10","131845","0","1","40"
"2024-10","73204","0","1","40"
"2024-10","87802","0","1","40"
"2024-10","64826","0","1","40"
"2024-10","18910","0","2","40"
"2024-10","124840","-1","2","54"
"2024-10","132116","-1","1","54"
"2024-10","134130","-1","1","54"
"2024-10","134729","-1","1","54"
"2024-10","136545","-1","1","54"
"2024-10","138738","-1","1","54"
"2024-10","139206","-3","1","60"
"2024-10","134822","-5","1","61"
"2024-09","17143","40","4","1"
"2024-09","4638","34","5","2"
"2024-09","19707","32","4","3"
"2024-09","67","29","9","4"
"2024-09","58067","27","5","5"
"2024-09","69823","20","4","6"
"2024-09","304","17","2","7"
"2024-09","63169","16","1","8"
"2024-09","87594","15","1","9"
"2024-09","20413","10","3","10"
"2024-09","72993","10","1","10"
"2024-09","94917","7","1","12"
"2024-09","80042","5","1","13"
"2024-09","51949","4","1","14"
"2024-09","34242","4","1","14"
"2024-09","111167","4","4","14"
"2024-09","127824","4","1","14"
"2024-09","64007","3","1","18"
"2024-09","79613","2","1","19"
"2024-09","97095","2","1","19"
"2024-09","125408","2","1","19"
"2024-09","126926","2","1","19"
"2024-09","127910","2","1","19"
"2024-09","129326","2","1","19"
"2024-09","129687","1","1","25"
"2024-09","126759","1","1","25"
"2024-09","128273","1","1","25"
"2024-09","124556","1","1","25"
"2024-09","113620","1","2","25"
"2024-09","65187","1","1","25"
"2024-09","28879","1","1","25"
"2024-09","63671","1","1","25"
"2024-09","45059","1","1","25"
"2024-09","49739","1","1","25"
"2024-09","50040","0","1","35"
"2024-09","42110","0","1","35"
"2024-09","75758","0","1","35"
"2024-09","121805","0","2","35"
"2024-09","83189","0","1","35"
"2024-09","85398","0","1","35"
"2024-09","107434","0","1","35"
"2024-09","125089","0","1","35"
"2024-09","125165","0","1","35"
"2024-09","125305","0","1","35"
"2024-09","125569","0","1","35"
"2024-09","125671","0","1","35"
"2024-09","130069","0","1","35"
"2024-09","130340","0","1","35"
"2024-09","130646","0","1","35"
"2024-09","126565","0","1","35"
"2024-09","127853","0","1","35"
"2024-09","127766","0","1","35"
"2024-09","127773","0","1","35"
"2024-09","18910","0","1","35"
"2024-09","126441","-1","1","55"
"2024-09","126527","-2","1","56"
"2024-09","124840","-2","2","56"
"2024-09","81717","-2","1","56"
"2024-09","127163","-2","1","56"
"2024-09","128154","-2","1","56"
"2024-09","126697","-3","1","61"
"2024-08","67","38","6","1"
"2024-08","53980","32","2","2"
"2024-08","58067","24","7","3"
"2024-08","19707","22","3","4"
"2024-08","17143","20","6","5"
"2024-08","89259","18","1","6"
"2024-08","92007","16","1","7"
"2024-08","20413","12","3","8"
"2024-08","69823","8","5","9"
"2024-08","4638","7","3","10"
"2024-08","304","6","1","11"
"2024-08","72993","6","2","11"
"2024-08","79613","6","2","11"
"2024-08","97802","5","1","14"
"2024-08","28879","5","1","14"
"2024-08","49712","4","1","16"
"2024-08","51671","4","1","16"
"2024-08","67632","4","1","16"
"2024-08","121024","4","1","16"
"2024-08","123057","3","1","20"
"2024-08","61133","3","2","20"
"2024-08","57082","3","1","20"
"2024-08","50816","2","1","23"
"2024-08","107885","2","1","23"
"2024-08","94917","2","1","23"
"2024-08","122496","2","1","23"
"2024-08","120568","2","1","23"
"2024-08","119664","2","1","23"
"2024-08","119948","2","1","23"
"2024-08","123776","2","1","23"
"2024-08","122438","1","1","31"
"2024-08","124556","1","2","31"
"2024-08","124560","1","1","31"
"2024-08","124641","1","1","31"
"2024-08","124891","1","1","31"
"2024-08","120649","1","1","31"
"2024-08","120849","1","1","31"
"2024-08","122533","1","1","31"
"2024-08","122601","1","1","31"
"2024-08","81322","1","1","31"
"2024-08","111167","1","1","31"
"2024-08","56993","1","1","31"
"2024-08","65126","1","1","31"
"2024-08","66900","1","1","31"
"2024-08","63671","1","1","31"
"2024-08","64096","0","1","46"
"2024-08","57711","0","2","46"
"2024-08","42004","0","7","46"
"2024-08","25188","0","1","46"
"2024-08","114834","0","1","46"
"2024-08","100975","0","2","46"
"2024-08","97169","0","1","46"
"2024-08","123073","0","1","46"
"2024-08","121615","0","1","46"
"2024-08","122285","0","1","46"
"2024-08","122312","0","1","46"
"2024-08","120317","0","1","46"
"2024-08","120476","0","1","46"
"2024-08","120514","0","1","46"
"2024-08","121221","0","1","46"
"2024-08","121370","0","1","46"
"2024-08","124117","0","1","46"
"2024-08","124186","0","2","46"
"2024-08","124193","0","1","46"
"2024-08","124277","0","1","46"
"2024-08","2933","0","1","46"
"2024-08","123882","-1","1","67"
"2024-08","121599","-1","1","67"
"2024-08","103535","-1","1","67"
"2024-08","109474","-4","2","70"
"2024-07","15018","101","1","1"
"2024-07","58067","40","10","2"
"2024-07","53980","29","1","3"
"2024-07","34242","27","3","4"
"2024-07","4638","24","3","5"
"2024-07","17143","24","6","5"
"2024-07","65126","19","1","7"
"2024-07","83621","17","2","8"
"2024-07","102154","17","1","8"
"2024-07","28879","16","3","10"
"2024-07","48468","15","1","11"
"2024-07","69823","7","3","12"
"2024-07","67","7","4","12"
"2024-07","66718","6","1","14"
"2024-07","63169","5","1","15"
"2024-07","63671","5","3","15"
"2024-07","43720","5","3","15"
"2024-07","81730","4","1","18"
"2024-07","99813","4","1","18"
"2024-07","119589","4","1","18"
"2024-07","115147","4","1","18"
"2024-07","115617","4","1","18"
"2024-07","116181","4","1","18"
"2024-07","116852","4","1","18"
"2024-07","115711","3","1","25"
"2024-07","117790","3","1","25"
"2024-07","23554","3","1","25"
"2024-07","117931","2","1","28"
"2024-07","118639","2","1","28"
"2024-07","117071","2","1","28"
"2024-07","117655","2","1","28"
"2024-07","115095","2","1","28"
"2024-07","114529","1","1","33"
"2024-07","114859","1","1","33"
"2024-07","115200","1","1","33"
"2024-07","115634","1","1","33"
"2024-07","119502","1","1","33"
"2024-07","119299","1","1","33"
"2024-07","20334","1","1","33"
"2024-07","20413","1","1","33"
"2024-07","100697","1","1","33"
"2024-07","107418","1","1","33"
"2024-07","53013","1","1","33"
"2024-07","24170","0","1","44"
"2024-07","38062","0","1","44"
"2024-07","117524","0","1","44"
"2024-07","119159","0","1","44"
"2024-07","118180","0","1","44"
"2024-07","115790","0","1","44"
"2024-07","116941","0","1","44"
"2024-07","114966","0","1","44"
"2024-07","115152","-1","1","52"
"2024-07","116499","-1","1","52"
"2024-07","117173","-1","1","52"
"2024-07","119346","-1","1","52"
"2024-07","111756","-1","1","52"
"2024-07","103535","-1","1","52"
"2024-07","117423","-2","1","58"
"2024-07","115136","-2","10","58"
"2024-07","115561","-3","1","60"
"2024-06","34242","69","7","1"
"2024-06","69823","50","6","2"
"2024-06","20413","26","4","3"
"2024-06","72993","19","2","4"
"2024-06","17143","13","3","5"
"2024-06","113204","11","1","6"
"2024-06","67","9","2","7"
"2024-06","53013","9","2","7"
"2024-06","63169","6","1","9"
"2024-06","304","5","1","10"
"2024-06","4638","4","1","11"
"2024-06","83182","4","1","11"
"2024-06","96845","4","2","11"
"2024-06","58067","3","2","14"
"2024-06","26369","3","1","14"
"2024-06","28879","3","1","14"
"2024-06","42169","3","1","14"
"2024-06","113142","3","1","14"
"2024-06","112554","3","1","14"
"2024-06","111332","3","2","14"
"2024-06","112414","3","1","14"
"2024-06","107075","3","1","14"
"2024-06","110515","2","2","23"
"2024-06","110524","2","2","23"
"2024-06","110710","2","1","23"
"2024-06","58098","2","1","23"
"2024-06","65126","2","1","23"
"2024-06","50040","2","1","23"
"2024-06","79613","2","1","23"
"2024-06","80388","2","1","23"
"2024-06","50980","1","1","31"
"2024-06","57034","1","1","31"
"2024-06","110536","1","1","31"
"2024-06","103535","1","3","31"
"2024-06","112288","1","1","31"
"2024-06","111594","1","1","31"
"2024-06","112756","1","1","31"
"2024-06","113748","1","1","31"
"2024-06","114144","0","1","39"
"2024-06","113682","0","1","39"
"2024-06","113735","0","1","39"
"2024-06","112921","0","1","39"
"2024-06","112677","0","1","39"
"2024-06","112725","0","1","39"
"2024-06","113445","0","1","39"
"2024-06","111756","0","1","39"
"2024-06","111766","0","1","39"
"2024-06","111883","0","1","39"
"2024-06","111998","0","1","39"
"2024-06","112253","0","1","39"
"2024-06","112530","0","2","39"
"2024-06","107057","0","1","39"
"2024-06","110596","0","1","39"
"2024-06","110621","0","1","39"
"2024-06","110679","0","1","39"
"2024-06","110996","0","1","39"
"2024-06","111066","0","1","39"
"2024-06","110781","0","1","39"
"2024-06","110787","0","1","39"
"2024-06","110788","0","1","39"
"2024-06","53980","0","1","39"
"2024-06","97169","0","1","39"
"2024-06","85398","0","1","39"
"2024-06","42549","0","1","39"
"2024-06","2041","0","1","39"
"2024-06","72187","-1","1","66"
"2024-06","110585","-1","2","66"
"2024-06","112056","-1","1","66"
"2024-06","113685","-1","1","66"
"2024-06","112545","-2","1","70"
"2024-06","110799","-2","1","70"
"2024-06","110795","-3","1","72"
"2024-06","113604","-3","1","72"
"2024-06","112538","-3","1","72"
"2024-06","38062","-7","1","75"
"2024-05","17143","64","8","1"
"2024-05","7180","46","3","2"
"2024-05","53013","32","5","3"
"2024-05","36457","24","1","4"
"2024-05","110341","22","5","5"
"2024-05","70038","21","1","6"
"2024-05","69823","19","3","7"
"2024-05","34242","17","6","8"
"2024-05","4638","16","3","9"
"2024-05","110223","14","2","10"
"2024-05","67","13","1","11"
"2024-05","72993","12","1","12"
"2024-05","70727","9","1","13"
"2024-05","58067","9","3","13"
"2024-05","110262","8","1","15"
"2024-05","70120","6","1","16"
"2024-05","64319","6","1","16"
"2024-05","48468","6","1","16"
"2024-05","47544","5","1","19"
"2024-05","53980","5","1","19"
"2024-05","19707","5","1","19"
"2024-05","84925","5","1","19"
"2024-05","96845","5","6","19"
"2024-05","24170","4","1","24"
"2024-05","63682","4","1","24"
"2024-05","25188","4","3","24"
"2024-05","41669","3","1","27"
"2024-05","98043","3","1","27"
"2024-05","102154","3","1","27"
"2024-05","110024","3","1","27"
"2024-05","110026","3","1","27"
"2024-05","95359","3","1","27"
"2024-05","110442","3","1","27"
"2024-05","110426","2","1","34"
"2024-05","81322","2","1","34"
"2024-05","110238","2","1","34"
"2024-05","110352","2","1","34"
"2024-05","110414","2","1","34"
"2024-05","110417","1","1","39"
"2024-05","110424","1","1","39"
"2024-05","110331","1","1","39"
"2024-05","110405","1","1","39"
"2024-05","110221","1","1","39"
"2024-05","110272","1","1","39"
"2024-05","110135","1","1","39"
"2024-05","110149","1","1","39"
"2024-05","42017","1","1","39"
"2024-05","38062","1","1","39"
"2024-05","63671","1","4","39"
"2024-05","110427","1","1","39"
"2024-05","110430","1","1","39"
"2024-05","110457","0","1","52"
"2024-05","59328","0","1","52"
"2024-05","24888","0","1","52"
"2024-05","2933","0","1","52"
"2024-05","100975","0","1","52"
"2024-05","110173","0","1","52"
"2024-05","75758","0","1","52"
"2024-05","110308","0","1","52"
"2024-05","110233","0","1","52"
"2024-05","110377","0","1","52"
"2024-05","110394","0","1","52"
"2024-05","110395","-1","1","63"
"2024-05","110297","-1","1","63"
"2024-05","110201","-1","1","63"
"2024-05","110162","-1","1","63"
"2024-05","110434","-1","1","63"
"2024-05","110474","-2","1","68"
"2024-05","110312","-2","1","68"
"2024-04","7180","71","10","1"
"2024-04","19707","40","6","2"
"2024-04","28879","38","3","3"
"2024-04","34242","37","6","4"
"2024-04","58067","33","7","5"
"2024-04","17143","33","4","5"
"2024-04","43642","31","1","7"
"2024-04","50040","20","2","8"
"2024-04","20413","18","2","9"
"2024-04","48468","13","1","10"
"2024-04","4638","11","2","11"
"2024-04","29322","10","1","12"
"2024-04","69823","9","3","13"
"2024-04","81092","9","1","13"
"2024-04","109842","8","1","15"
"2024-04","66651","8","1","15"
"2024-04","53708","7","1","17"
"2024-04","67","6","3","18"
"2024-04","304","5","1","19"
"2024-04","1790","5","2","19"
"2024-04","25423","5","1","19"
"2024-04","53980","5","1","19"
"2024-04","65126","5","1","19"
"2024-04","98975","5","1","19"
"2024-04","79316","4","1","25"
"2024-04","3649","4","2","25"
"2024-04","24278","3","1","27"
"2024-04","73476","3","1","27"
"2024-04","109964","3","1","27"
"2024-04","110028","3","1","27"
"2024-04","109912","2","1","31"
"2024-04","80388","2","1","31"
"2024-04","101479","2","1","31"
"2024-04","51949","2","1","31"
"2024-04","110092","2","1","31"
"2024-04","109825","1","1","36"
"2024-04","110132","1","1","36"
"2024-04","110059","1","1","36"
"2024-04","110061","1","1","36"
"2024-04","110071","1","1","36"
"2024-04","53013","1","1","36"
"2024-04","42549","1","1","36"
"2024-04","63671","1","1","36"
"2024-04","66900","1","1","36"
"2024-04","67287","1","2","36"
"2024-04","24284","1","2","36"
"2024-04","25188","1","2","36"
"2024-04","26369","1","1","36"
"2024-04","104497","1","1","36"
"2024-04","109783","1","1","36"
"2024-04","85398","1","1","36"
"2024-04","89516","1","1","36"
"2024-04","98043","1","1","36"
"2024-04","109817","1","1","36"
"2024-04","109967","1","1","36"
"2024-04","109965","0","1","56"
"2024-04","110036","0","1","56"
"2024-04","109981","0","1","56"
"2024-04","110020","0","1","56"
"2024-04","109818","0","1","56"
"2024-04","109938","0","1","56"
"2024-04","109868","0","1","56"
"2024-04","109871","0","1","56"
"2024-04","90712","0","1","56"
"2024-04","89301","0","1","56"
"2024-04","72993","0","1","56"
"2024-04","79735","0","1","56"
"2024-04","81730","0","1","56"
"2024-04","22065","0","1","56"
"2024-04","69596","0","1","56"
"2024-04","110084","0","1","56"
"2024-04","110114","-1","1","72"
"2024-04","3469","-1","1","72"
"2024-04","109796","-1","1","72"
"2024-04","109973","-1","1","72"
"2024-04","18910","-2","1","76"
"2024-03","7180","67","8","1"
"2024-03","17143","48","8","2"
"2024-03","58067","36","7","3"
"2024-03","69823","26","6","4"
"2024-03","20413","19","5","5"
"2024-03","81730","15","6","6"
"2024-03","100975","14","1","7"
"2024-03","53980","13","1","8"
"2024-03","4638","10","5","9"
"2024-03","27093","8","1","10"
"2024-03","34242","8","2","10"
"2024-03","67","7","3","12"
"2024-03","19707","7","2","12"
"2024-03","69596","7","1","12"
"2024-03","109600","6","1","15"
"2024-03","79316","5","1","16"
"2024-03","109644","4","1","17"
"2024-03","76107","4","1","17"
"2024-03","102154","3","2","19"
"2024-03","109741","3","1","19"
"2024-03","37723","3","1","19"
"2024-03","42066","3","1","19"
"2024-03","28767","3","1","19"
"2024-03","33029","2","1","24"
"2024-03","109710","2","1","24"
"2024-03","109668","2","1","24"
"2024-03","103560","2","2","24"
"2024-03","101051","2","1","24"
"2024-03","107260","2","1","24"
"2024-03","109446","2","1","24"
"2024-03","109504","1","1","31"
"2024-03","109440","1","1","31"
"2024-03","97486","1","1","31"
"2024-03","97812","1","1","31"
"2024-03","109604","1","1","31"
"2024-03","109622","1","1","31"
"2024-03","109637","1","1","31"
"2024-03","109546","1","1","31"
"2024-03","48468","1","1","31"
"2024-03","56993","1","1","31"
"2024-03","80388","1","1","31"
"2024-03","62848","1","3","31"
"2024-03","109750","1","1","31"
"2024-03","109769","0","1","44"
"2024-03","109775","0","1","44"
"2024-03","58686","0","1","44"
"2024-03","81092","0","1","44"
"2024-03","81351","0","1","44"
"2024-03","36356","0","1","44"
"2024-03","53708","0","1","44"
"2024-03","6638","0","2","44"
"2024-03","9365","0","1","44"
"2024-03","10644","0","1","44"
"2024-03","15728","0","1","44"
"2024-03","109484","0","1","44"
"2024-03","109524","0","1","44"
"2024-03","109747","0","1","44"
"2024-03","109696","-1","1","58"
"2024-03","109593","-1","1","58"
"2024-03","107097","-1","2","58"
"2024-03","108039","-1","1","58"
"2024-03","109454","-1","1","58"
"2024-03","109513","-2","1","63"
"2024-03","109469","-3","2","64"
"2024-03","109704","-3","2","64"
"2024-03","109734","-4","1","66"
"2024-02","4638","97","11","1"
"2024-02","19707","94","4","2"
"2024-02","7180","81","14","3"
"2024-02","58067","66","7","4"
"2024-02","28879","56","2","5"
"2024-02","67","30","4","6"
"2024-02","34242","29","4","7"
"2024-02","81730","29","12","7"
"2024-02","48468","28","2","9"
"2024-02","102004","17","1","10"
"2024-02","81322","17","4","10"
"2024-02","20413","16","4","12"
"2024-02","36356","15","2","13"
"2024-02","1244","13","1","14"
"2024-02","17143","13","4","14"
"2024-02","84477","13","1","14"
"2024-02","102154","12","2","17"
"2024-02","89259","12","2","17"
"2024-02","80388","10","5","19"
"2024-02","69823","9","2","20"
"2024-02","91309","9","1","20"
"2024-02","108328","7","1","22"
"2024-02","6495","5","1","23"
"2024-02","41669","5","1","23"
"2024-02","29537","4","1","25"
"2024-02","69855","4","1","25"
"2024-02","108175","4","2","25"
"2024-02","104899","4","1","25"
"2024-02","108080","4","2","25"
"2024-02","108133","3","1","30"
"2024-02","98043","3","1","30"
"2024-02","108348","3","1","30"
"2024-02","108311","3","3","30"
"2024-02","79694","3","1","30"
"2024-02","55672","3","1","30"
"2024-02","108050","3","1","30"
"2024-02","109380","2","1","37"
"2024-02","57428","2","1","37"
"2024-02","108181","2","1","37"
"2024-02","108096","2","1","37"
"2024-02","102071","2","1","37"
"2024-02","108086","2","1","37"
"2024-02","108138","1","1","43"
"2024-02","103324","1","1","43"
"2024-02","108251","1","1","43"
"2024-02","108191","1","2","43"
"2024-02","108212","1","1","43"
"2024-02","108231","1","1","43"
"2024-02","108321","1","1","43"
"2024-02","108272","1","1","43"
"2024-02","83173","1","1","43"
"2024-02","76107","1","1","43"
"2024-02","66900","1","3","43"
"2024-02","67875","1","1","43"
"2024-02","68458","1","1","43"
"2024-02","53708","1","1","43"
"2024-02","25188","0","1","57"
"2024-02","79613","0","1","57"
"2024-02","85398","0","1","57"
"2024-02","108289","0","1","57"
"2024-02","109352","0","1","57"
"2024-02","108329","0","1","57"
"2024-02","108249","0","1","57"
"2024-02","108257","0","1","57"
"2024-02","102609","0","1","57"
"2024-02","108140","0","1","57"
"2024-02","108158","0","1","57"
"2024-02","108159","0","1","57"
"2024-02","108167","0","1","57"
"2024-02","108093","0","1","57"
"2024-02","106742","0","1","57"
"2024-02","109383","0","1","57"
"2024-02","109387","0","1","57"
"2024-02","109367","0","1","57"
"2024-02","108126","-1","1","75"
"2024-02","108127","-1","1","75"
"2024-02","109359","-4","1","77"
"2024-01","4638","82","9","1"
"2024-01","69823","71","8","2"
"2024-01","34242","69","6","3"
"2024-01","7180","61","9","4"
"2024-01","17143","53","16","5"
"2024-01","58067","28","9","6"
"2024-01","46053","26","1","7"
"2024-01","101479","24","3","8"
"2024-01","81059","19","2","9"
"2024-01","63671","18","3","10"
"2024-01","67481","18","2","10"
"2024-01","19707","14","4","12"
"2024-01","20413","9","2","13"
"2024-01","67","7","5","14"
"2024-01","102609","5","1","15"
"2024-01","28786","4","1","16"
"2024-01","4257","4","1","16"
"2024-01","43997","4","3","16"
"2024-01","107938","4","1","16"
"2024-01","107880","3","1","20"
"2024-01","53980","3","1","20"
"2024-01","55199","3","1","20"
"2024-01","95359","3","1","20"
"2024-01","81322","3","2","20"
"2024-01","91208","2","1","25"
"2024-01","2933","2","1","25"
"2024-01","107893","2","2","25"
"2024-01","108030","2","1","25"
"2024-01","107645","2","1","25"
"2024-01","108045","2","1","25"
"2024-01","105906","1","2","31"
"2024-01","108017","1","1","31"
"2024-01","107980","1","1","31"
"2024-01","107993","1","1","31"
"2024-01","108001","1","1","31"
"2024-01","107906","1","1","31"
"2024-01","107936","1","1","31"
"2024-01","28879","1","1","31"
"2024-01","47694","1","1","31"
"2024-01","72993","1","1","31"
"2024-01","60587","1","1","31"
"2024-01","63870","0","2","42"
"2024-01","81730","0","1","42"
"2024-01","102073","0","1","42"
"2024-01","20118","0","1","42"
"2024-01","10374","0","1","42"
"2024-01","107890","0","1","42"
"2024-01","107969","0","1","42"
"2024-01","107916","0","1","42"
"2024-01","108005","0","1","42"
"2024-01","108021","0","1","42"
"2024-01","108024","0","1","42"
"2024-01","104497","0","1","42"
"2024-01","107693","0","1","42"
"2024-01","107700","0","1","42"
"2024-01","107702","0","1","42"
"2024-01","107763","0","1","42"
"2024-01","107773","0","1","42"
"2024-01","107815","0","1","42"
"2024-01","107844","0","1","42"
"2024-01","107742","0","1","42"
"2024-01","107867","0","1","42"
"2024-01","107877","0","1","42"
"2024-01","108050","0","3","42"
"2024-01","108058","-1","1","65"
"2024-01","107713","-1","1","65"
"2024-01","107699","-1","1","65"
"2024-01","107692","-1","1","65"
"2024-01","107987","-1","1","65"
"2024-01","107882","-1","1","65"
"2024-01","37445","-1","1","65"
"2024-01","103535","-1","2","65"
"2024-01","99237","-1","1","65"
"2024-01","108032","-2","1","74"
"2024-01","107747","-2","5","74"
"2024-01","107865","-2","1","74"
"2024-01","52044","-3","1","77"
"2024-01","107749","-14","1","78"
